District Name,District Code,School Name,School Code,Account Index,Drop Flag,Final Category,Support Type,Distinction
Andover School District,0010011,Andover Elementary School,0010111,72.94,,2,,
Ansonia School District,0020011,Ansonia High School,0026111,65.40,Yes,3,,
Ansonia School District,0020011,Ansonia Middle School,0025111,53.57,,3,,
Ansonia School District,0020011,Mead School,0020311,64.03,,3,,
Ansonia School District,0020011,Prendergast School,0020811,64.56,,4,Focus,
Ashford School District,0030011,Ashford School,0030111,67.72,,3,,
Avon School District,0040011,Avon High School,0046111,81.54,Yes,3,,
Avon School District,0040011,Avon Middle School,0045111,73.46,Yes,3,,
Avon School District,0040011,Pine Grove School,0040411,72.16,,2,,
Avon School District,0040011,Roaring Brook School,0040311,79.34,Yes,3,,
Avon School District,0040011,Thompson Brook School,0040511,74.53,Yes,3,,
Barkhamsted School District,0050011,Barkhamsted Elementary School,0050111,81.88,,2,,High Growth
Berlin School District,0070011,Berlin High School,0076111,78.44,,2,,
Berlin School District,0070011,Catherine M. McGee Middle School,0075111,70.17,Yes,3,,
Berlin School District,0070011,Emma Hart Willard School,0070411,69.98,,3,,
Berlin School District,0070011,Mary E. Griswold School,0070511,74.51,,2,,
Berlin School District,0070011,Richard D. Hubbard School,0070111,76.60,,2,,
Bethany School District,0080011,Bethany Community School,0080111,84.78,Yes,3,,
Bethel School District,0090011,Anna H. Rockwell School,0090411,96.44,,1,,
Bethel School District,0090011,Bethel High School,0096111,79.58,Yes,3,,
Bethel School District,0090011,Bethel Middle School,0095111,74.97,Yes,3,,
Bethel School District,0090011,Ralph M. T. Johnson School,0090511,83.71,,2,,High Performance and High Growth
Bloomfield School District,0110011,Bloomfield High School,0116111,67.60,Yes,3,,
Bloomfield School District,0110011,Carmen Arace Intermediate School,0110711,59.38,,3,,
Bloomfield School District,0110011,Carmen Arace Middle School,0115211,62.90,,3,,
Bloomfield School District,0110011,Global Experience Magnet School,0116311,57.80,,3,,
Bloomfield School District,0110011,Metacomet School,0110511,63.73,,3,,
Bolton School District,0120011,Bolton Center School,0120111,71.72,Yes,3,,
Bolton School District,0120011,Bolton High School,0126111,88.70,,1,,High Performance
Bozrah School District,0130011,Fields Memorial School,0130111,77.99,,2,,High Growth
Branford School District,0140011,Branford High School,0146111,73.83,,2,,
Branford School District,0140011,Francis Walsh Intermediate School,0145111,68.06,,3,,
Branford School District,0140011,John B. Sliney School,0141611,77.06,,2,,High Growth
Branford School District,0140011,Mary R. Tisko School,0141511,81.06,,2,,
Branford School District,0140011,Mary T. Murphy School,0141411,66.48,,3,,
Bridgeport School District,0150011,"Aerospace/Hydrospace, Engineering and Physical Sciences Magnet High School",0150811,64.27,Yes,3,,
Bridgeport School District,0150011,Barnum School,0150111,46.68,,5,Turnaround,
Bridgeport School District,0150011,Bassick High School,0156111,42.98,Yes,5,Turnaround,
Bridgeport School District,0150011,Beardsley School,0150211,52.46,,3,,
Bridgeport School District,0150011,"Biotechnology, Research & Zoological Studies Magnet High School",0150611,64.27,,3,,
Bridgeport School District,0150011,Black Rock School,0150311,63.42,,3,,
Bridgeport School District,0150011,Blackham School,0154011,60.15,,3,,
Bridgeport School District,0150011,Bridgeport Military Academy,0151611,54.46,,5,Focus,
Bridgeport School District,0150011,Bryant School,0150411,50.05,,3,,
Bridgeport School District,0150011,Central High School,0156211,58.49,Yes,3,,
Bridgeport School District,0150011,Cesar Batalla School,0151411,46.43,Yes,4,Turnaround,
Bridgeport School District,0150011,Classical Studies Academy,0152111,60.36,,3,,
Bridgeport School District,0150011,Columbus School,0150511,50.17,,4,Turnaround,
Bridgeport School District,0150011,Edison School,0150711,41.75,,4,Focus,
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,48.48,,4,Turnaround,
Bridgeport School District,0150011,Geraldine Johnson School,0153211,56.27,,3,,
Bridgeport School District,0150011,Hall School,0151111,46.73,,3,,
Bridgeport School District,0150011,Hallen School,0151211,58.49,,3,,
Bridgeport School District,0150011,High Horizons Magnet School,0154511,63.94,,3,,
Bridgeport School District,0150011,Information Technology & Software Engineering Magnet High School,0151511,63.62,,3,,
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,66.01,,3,,
Bridgeport School District,0150011,James J. Curiale School,0154211,47.69,,3,,
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,55.57,,3,,
Bridgeport School District,0150011,John Winthrop School,0153611,62.75,,3,,
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,45.01,,5,Turnaround,
Bridgeport School District,0150011,Madison School,0152011,53.40,,4,Focus,
Bridgeport School District,0150011,Multicultural Magnet School,0154611,73.60,,2,,
Bridgeport School District,0150011,Park City Magnet School,0151711,61.80,,3,,
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,46.54,,5,Turnaround,
Bridgeport School District,0150011,Read School,0152511,51.66,,3,,
Bridgeport School District,0150011,Roosevelt School,0152611,49.36,,5,Turnaround,
Bridgeport School District,0150011,Thomas Hooker School,0151311,57.22,,3,,
Bridgeport School District,0150011,Waltersville School,0153011,47.79,,3,,
Bridgeport School District,0150011,Warren Harding High School,0156311,48.65,Yes,5,Turnaround,
Bridgeport School District,0150011,Wilbur Cross School,0153911,45.02,,5,Turnaround,
Bristol School District,0170011,Bristol Arts and Innovation Magnet School,0174011,60.91,,3,,
Bristol School District,0170011,Bristol Central High School,0176111,69.01,Yes,3,,
Bristol School District,0170011,Bristol Eastern High School,0176211,70.66,Yes,3,,
Bristol School District,0170011,Chippens Hill Middle School,0175111,61.94,Yes,3,,
Bristol School District,0170011,Ellen P. Hubbell School,0171411,79.81,,2,,High Growth
Bristol School District,0170011,Greene-Hills School,0170511,65.49,,3,,
Bristol School District,0170011,Ivy Drive School,0171911,80.77,,2,,
Bristol School District,0170011,Mountain View School,0171711,68.09,,3,,
Bristol School District,0170011,Northeast Middle School,0175211,71.18,,2,,
Bristol School District,0170011,South Side School,0171111,72.26,,2,,
Bristol School District,0170011,Stafford School,0171211,70.32,Yes,3,,
Bristol School District,0170011,West Bristol School,0172011,58.80,Yes,3,,
Brookfield School District,0180011,Brookfield High School,0186111,83.45,,2,,High Performance
Brookfield School District,0180011,Candlewood Lake Elementary School,0180111,74.36,Yes,3,,
Brookfield School District,0180011,Whisconier Middle School,0185311,76.61,Yes,3,,
Brooklyn School District,0190011,Brooklyn Elementary School,0190111,58.48,,3,,
Brooklyn School District,0190011,Brooklyn Middle School,0195111,61.97,,3,,
Canaan School District,0210011,Lee H. Kellogg School,0210111,77.38,,2,,
Canterbury School District,0220011,Canterbury Elementary School,0220211,72.84,,2,,
Canterbury School District,0220011,Dr. Helen Baldwin Middle School,0225111,76.50,,2,,
Canton School District,0230011,Canton High School,0236111,82.72,Yes,3,,
Canton School District,0230011,Canton Intermediate School,0230311,77.74,Yes,3,,
Canton School District,0230011,Canton Middle School,0235111,74.05,Yes,3,,
Canton School District,0230011,Cherry Brook Primary School,0230211,76.86,,2,,
Chaplin School District,0240011,Chaplin Elementary School,0240211,57.05,,3,,
Cheshire School District,0250011,Chapman School,0250111,81.47,Yes,3,,
Cheshire School District,0250011,Cheshire High School,0256111,83.43,Yes,3,,
Cheshire School District,0250011,Dodd Middle School,0255111,69.68,,3,,
Cheshire School District,0250011,Doolittle School,0250611,83.45,Yes,3,,
Cheshire School District,0250011,Highland School,0250411,82.26,,2,,
Cheshire School District,0250011,Norton School,0250511,85.78,,1,,High Performance and High Growth
Chester School District,0260011,Chester Elementary School,0260111,70.12,Yes,3,,
Clinton School District,0270011,Jared Eliot School,0275111,72.99,,2,,
Clinton School District,0270011,Lewin G. Joel Jr. School,0270311,78.92,,2,,High Growth
Clinton School District,0270011,The Morgan School,0276111,76.33,Yes,3,,
Colchester School District,0280011,Bacon Academy,0286111,75.41,,2,,
Colchester School District,0280011,Jack Jackter Intermediate School,0280211,79.25,,2,,
Colchester School District,0280011,William J. Johnston Middle School,0285111,67.07,,3,,
Colebrook School District,0290011,Colebrook Consolidated School,0290111,67.22,Yes,3,,
Columbia School District,0300011,Horace W. Porter School,0300111,66.82,,3,,
Cornwall School District,0310011,Cornwall Consolidated School,0310111,82.40,,2,,
Coventry School District,0320011,Capt. Nathan Hale School,0325111,72.51,,2,,
Coventry School District,0320011,Coventry High School,0326111,80.59,Yes,3,,
Coventry School District,0320011,George Hersey Robertson School,0320411,86.16,,1,,High Performance and High Growth
Cromwell School District,0330011,Cromwell High School,0336111,80.35,Yes,3,,
Cromwell School District,0330011,Cromwell Middle School,0335111,70.84,Yes,3,,
Cromwell School District,0330011,Edna C. Stevens School,0330211,73.75,,2,,
Cromwell School District,0330011,Woodside Intermediate School,0330311,68.68,Yes,3,,
Danbury School District,0340011,Broadview Middle School,0345111,52.13,,3,,
Danbury School District,0340011,Danbury High School,0346111,59.37,Yes,3,,
Danbury School District,0340011,Ellsworth Avenue School,0341411,71.36,,2,,High Growth
Danbury School District,0340011,Great Plain School,0341111,72.04,,2,,
Danbury School District,0340011,Hayestown Avenue School,0340211,74.94,Yes,3,,
Danbury School District,0340011,King Street Intermediate School,0341711,64.31,Yes,3,,
Danbury School District,0340011,King Street Primary School,0341311,71.73,,2,,
Danbury School District,0340011,Mill Ridge Primary School,0340511,73.15,Yes,3,,
Danbury School District,0340011,Morris Street School,0340611,75.57,,2,,High Growth
Danbury School District,0340011,Park Avenue School,0340811,65.25,,3,,
Danbury School District,0340011,Pembroke School,0341511,61.44,Yes,3,,
Danbury School District,0340011,Rogers Park Middle School,0345211,55.16,Yes,3,,
Danbury School District,0340011,Shelter Rock School,0341211,66.72,Yes,3,,
Danbury School District,0340011,South Street School,0341011,71.92,,2,,
Danbury School District,0340011,Stadley Rough School,0341611,69.26,Yes,3,,
Danbury School District,0340011,Western CT Academy of International Studies Elementary Magnet School,0341911,84.02,,2,,High Performance and High Growth
Danbury School District,0340011,Westside Middle School Academy,0340311,66.34,,3,,
Darien School District,0350011,Darien High School,0356111,90.24,Yes,2,,
Darien School District,0350011,Hindley Elementary School,0350211,91.32,,1,,High Performance and High Growth
Darien School District,0350011,Holmes Elementary School,0350711,84.38,,2,,High Performance
Darien School District,0350011,Middlesex Middle School,0355111,80.47,,2,,
Darien School District,0350011,Ox Ridge Elementary School,0351311,88.95,,1,,High Performance and High Growth
Darien School District,0350011,Royle Elementary School,0350511,83.03,,2,,
Darien School District,0350011,Tokeneke Elementary School,0350611,87.87,,1,,High Performance and High Growth
Deep River School District,0360011,Deep River Elementary School,0360111,72.25,,2,,
Derby School District,0370011,Bradley School,0370611,53.73,,3,,
Derby School District,0370011,Derby High School,0376111,57.75,Yes,3,,
Derby School District,0370011,Derby Middle School,0375011,52.56,,5,Turnaround,
Derby School District,0370011,Irving School,0370411,53.06,,3,,
Eastford School District,0390011,Eastford Elementary School,0390111,63.80,,3,,
East Granby School District,0400011,East Granby High School,0406111,78.90,,2,,
East Granby School District,0400011,East Granby Middle School,0405111,71.42,Yes,3,,
East Granby School District,0400011,R. Dudley Seymour School,0400211,82.19,,2,,
East Haddam School District,0410011,East Haddam Elementary School,0410111,84.94,,2,,High Performance
East Haddam School District,0410011,Nathan Hale-Ray High School,0416111,76.02,Yes,3,,
East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,66.08,,3,,
East Hampton School District,0420011,Center School,0420311,72.74,,2,,
East Hampton School District,0420011,East Hampton High School,0426111,79.16,Yes,3,,
East Hampton School District,0420011,East Hampton Middle School,0425111,66.33,Yes,3,,
East Hampton School District,0420011,Memorial School,0420111,89.55,,1,,High Performance
East Hartford School District,0430011,Anna E. Norris School,0430911,69.18,,3,,
East Hartford School District,0430011,Connecticut IB Academy,0436311,85.62,,1,,High Performance
East Hartford School District,0430011,Dr. Franklin H. Mayberry School,0430611,66.00,,3,,
East Hartford School District,0430011,Dr. John A. Langford School,0432211,74.52,,2,,
East Hartford School District,0430011,Dr. Thomas S. O'Connell School,0431011,70.33,,2,,
East Hartford School District,0430011,East Hartford High School,0436211,65.44,Yes,3,,
East Hartford School District,0430011,East Hartford Middle School,0435111,51.63,,3,,
East Hartford School District,0430011,Governor William Pitkin School,0432011,78.44,,2,,High Growth
East Hartford School District,0430011,Joseph O. Goodwin School,0430411,71.82,,2,,High Growth
East Hartford School District,0430011,Robert J. O'Brien School,0431811,67.51,,3,,
East Hartford School District,0430011,Silver Lane School,0431211,62.50,,3,,
East Hartford School District,0430011,Sunset Ridge Middle School,0432411,78.76,,2,,
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,61.90,,3,,
East Haven School District,0440011,Dominick H. Ferrara School,0441311,74.22,,2,,High Growth
East Haven School District,0440011,East Haven High School,0446111,66.11,Yes,3,,
East Haven School District,0440011,Grove J. Tuttle School,0441011,71.23,,2,,
East Haven School District,0440011,Joseph Melillo Middle School,0445111,61.12,,3,,
East Haven School District,0440011,Momauguin School,0440711,68.28,,3,,
East Lyme School District,0450011,East Lyme High School,0456111,86.02,Yes,2,,
East Lyme School District,0450011,East Lyme Middle School,0455111,77.65,Yes,3,,
East Lyme School District,0450011,Flanders School,0450111,74.75,,2,,
East Lyme School District,0450011,Lillie B. Haynes School,0450411,84.77,Yes,3,,
East Lyme School District,0450011,Niantic Center School,0450211,90.43,Yes,2,,
Easton School District,0460011,Helen Keller Middle School,0465111,82.47,,2,,High Growth
Easton School District,0460011,Samuel Staples Elementary School,0460111,80.19,,2,,
East Windsor School District,0470011,Broad Brook Elementary School,0470111,66.29,Yes,3,,
East Windsor School District,0470011,East Windsor High School,0476111,61.54,Yes,3,,
East Windsor School District,0470011,East Windsor Middle School,0475411,66.65,Yes,3,,
Ellington School District,0480011,Center School,0480111,75.54,,2,,
Ellington School District,0480011,Crystal Lake School,0480211,80.37,,2,,High Growth
Ellington School District,0480011,Ellington High School,0486111,83.11,Yes,3,,
Ellington School District,0480011,Ellington Middle School,0485111,65.12,Yes,3,,
Ellington School District,0480011,Windermere School,0480611,80.94,,2,,High Growth
Enfield School District,0490011,Edgar H. Parkman School,0491311,75.24,Yes,3,,
Enfield School District,0490011,Eli Whitney School,0491611,80.85,,2,,High Growth
Enfield School District,0490011,Enfield High School,0496111,73.43,Yes,3,,
Enfield School District,0490011,John F. Kennedy Middle School,0495211,57.90,,3,,
Enfield School District,0490011,Prudence Crandall School,0491511,74.91,,2,,
Essex School District,0500011,Essex Elementary School,0500111,76.18,Yes,3,,
Fairfield School District,0510011,Burr Elementary School,0510211,74.19,,2,,
Fairfield School District,0510011,Dwight Elementary School,0510111,86.13,,1,,High Performance and High Growth
Fairfield School District,0510011,Fairfield Ludlowe High School,0516011,83.58,Yes,3,,
Fairfield School District,0510011,Fairfield Warde High School,0516211,81.81,,2,,
Fairfield School District,0510011,Fairfield Woods Middle School,0515211,72.31,Yes,3,,
Fairfield School District,0510011,Holland Hill School,0510411,82.39,,2,,High Growth
Fairfield School District,0510011,Jennings School,0511711,78.18,,2,,
Fairfield School District,0510011,McKinley School,0510611,72.22,,2,,
Fairfield School District,0510011,Mill Hill School,0510711,83.63,Yes,3,,
Fairfield School District,0510011,North Stratfield School,0511611,78.90,Yes,3,,
Fairfield School District,0510011,Osborn Hill School,0511811,86.83,,1,,High Performance and High Growth
Fairfield School District,0510011,Riverfield School,0511211,77.30,,2,,
Fairfield School District,0510011,Roger Ludlowe Middle School,0515311,73.36,,2,,
Fairfield School District,0510011,Sherman School,0511311,81.94,,2,,High Growth
Fairfield School District,0510011,Stratfield School,0511411,79.23,,2,,High Growth
Fairfield School District,0510011,Tomlinson Middle School,0515111,73.36,,2,,
Farmington School District,0520011,East Farms School,0520411,80.76,,2,,High Growth
Farmington School District,0520011,Farmington High School,0526111,85.35,Yes,2,,
Farmington School District,0520011,Irving A. Robbins Middle School,0525111,72.14,,2,,
Farmington School District,0520011,Noah Wallace School,0520211,78.04,,2,,High Growth
Farmington School District,0520011,Union School,0520111,79.45,,2,,
Farmington School District,0520011,West District School,0520311,87.08,,1,,High Performance
Farmington School District,0520011,West Woods Upper Elementary School,0520511,76.46,,2,,
Franklin School District,0530011,Franklin Elementary School,0530111,64.66,,3,,
Glastonbury School District,0540011,Buttonball Lane School,0540211,73.95,,2,,
Glastonbury School District,0540011,Gideon Welles School,0540811,75.85,,2,,
Glastonbury School District,0540011,Glastonbury High School,0546111,84.89,Yes,3,,
Glastonbury School District,0540011,Hebron Avenue School,0540411,82.99,,2,,
Glastonbury School District,0540011,Hopewell School,0540611,68.93,,3,,
Glastonbury School District,0540011,Naubuc School,0540711,77.54,,2,,High Growth
Glastonbury School District,0540011,Nayaug Elementary School,0540911,71.42,,2,,
Glastonbury School District,0540011,Smith Middle School,0545211,72.01,Yes,3,,
Granby School District,0560011,Granby Memorial High School,0566111,85.59,Yes,2,,
Granby School District,0560011,Granby Memorial Middle School,0565111,70.54,Yes,3,,
Granby School District,0560011,Wells Road Intermediate School,0560311,78.79,,2,,High Growth
Greenwich School District,0570011,Central Middle School,0575111,74.57,,2,,
Greenwich School District,0570011,Cos Cob School,0570211,76.14,,2,,
Greenwich School District,0570011,Eastern Middle School,0575211,80.93,,2,,
Greenwich School District,0570011,Glenville School,0570411,87.64,Yes,2,,
Greenwich School District,0570011,Greenwich High School,0576111,85.70,Yes,2,,
Greenwich School District,0570011,Hamilton Avenue School,0570511,69.34,,3,,
Greenwich School District,0570011,International School At Dundee,0571311,85.82,,1,,High Performance and High Growth
Greenwich School District,0570011,Julian Curtiss School,0570311,76.68,,2,,High Growth
Greenwich School District,0570011,New Lebanon School,0570611,85.18,,1,,High Performance and High Growth
Greenwich School District,0570011,North Mianus School,0570711,85.99,,1,,High Performance and High Growth
Greenwich School District,0570011,North Street School,0570811,89.55,,1,,High Performance
Greenwich School District,0570011,Old Greenwich School,0570911,82.87,,2,,High Growth
Greenwich School District,0570011,Parkway School,0571111,93.50,,1,,High Performance and High Growth
Greenwich School District,0570011,Riverside School,0571011,87.55,,1,,High Performance and High Growth
Greenwich School District,0570011,Western Middle School,0575311,69.36,Yes,3,,
Griswold School District,0580011,Griswold Elementary School,0580311,49.64,,4,Focus,
Griswold School District,0580011,Griswold High School,0586211,66.61,Yes,3,,
Griswold School District,0580011,Griswold Middle School,0585111,67.50,,3,,
Groton School District,0590011,Catherine Kolnaski Magnet School,0592011,77.85,,2,,High Growth
Groton School District,0590011,Charles Barnum Magnet School,0591811,72.11,,2,,
Groton School District,0590011,Groton Middle School,0591111,58.46,Yes,3,,
Groton School District,0590011,Mystic River Magnet School,0591311,62.34,Yes,3,,
Groton School District,0590011,Northeast Academy Magnet School,0591911,75.26,,2,,
Groton School District,0590011,Robert E. Fitch High School,0596111,65.46,Yes,3,,
Groton School District,0590011,Thames River Magnet School,0591711,70.26,,2,,High Growth
Guilford School District,0600011,A. Baldwin Middle School,0600711,74.21,,2,,
Guilford School District,0600011,A. W. Cox School,0600611,84.33,,2,,High Performance
Guilford School District,0600011,Calvin Leete School,0600411,90.61,,1,,High Performance and High Growth
Guilford School District,0600011,E. C. Adams Middle School,0605111,73.29,Yes,3,,
Guilford School District,0600011,Guilford High School,0606111,82.66,Yes,3,,
Guilford School District,0600011,Guilford Lakes School,0600211,76.24,Yes,3,,
Guilford School District,0600011,Melissa Jones School,0600311,80.17,,2,,
Hamden School District,0620011,Bear Path School,0621211,63.68,,3,,
Hamden School District,0620011,Church Street School,0620211,58.01,,3,,
Hamden School District,0620011,Dunbar Hill School,0620311,61.79,,3,,
Hamden School District,0620011,Hamden High School,0626111,64.69,Yes,3,,
Hamden School District,0620011,Hamden Middle School,0625211,56.29,Yes,3,,
Hamden School District,0620011,Helen Street School,0620411,60.80,,3,,
Hamden School District,0620011,Ridge Hill School,0621111,71.48,,2,,
Hamden School District,0620011,Shepherd Glen School,0620111,55.97,Yes,3,,
Hamden School District,0620011,Spring Glen School,0621011,69.55,Yes,3,,
Hamden School District,0620011,West Woods School,0621411,66.79,,3,,
Hampton School District,0630011,Hampton Elementary School,0630111,63.69,,3,,
Hartford School District,0640011,Betances Learning Lab Magnet School,0642811,72.06,,2,,
Hartford School District,0640011,Betances STEM Magnet School,0643811,57.43,Yes,3,,
Hartford School District,0640011,"Breakthrough Magnet School, North",0643511,57.66,,3,,
Hartford School District,0640011,"Breakthrough Magnet School, South",0643311,56.02,Yes,3,,
Hartford School District,0640011,Bulkeley High School,0647111,46.21,Yes,5,Turnaround,
Hartford School District,0640011,Burns Latino Studies Academy,0640611,48.53,,5,Turnaround,
Hartford School District,0640011,Burr Middle School,0642311,34.04,,5,Turnaround,
Hartford School District,0640011,Capital Preparatory Magnet School,0646911,55.82,,4,Focus,
Hartford School District,0640011,Classical Magnet School,0646411,64.91,,3,,
Hartford School District,0640011,Dwight-Bellizzi Dual Language Academy,0640711,52.36,,5,Turnaround,
Hartford School District,0640011,Environmental Sciences Magnet at Hooker School,0640911,52.61,,3,,
Hartford School District,0640011,Expeditionary Learning Academy at Moylan School,0643211,55.22,,3,,
Hartford School District,0640011,Global Communications Academy,0643611,45.42,,3,,
Hartford School District,0640011,Great Path Academy at MCC,0647911,62.50,,3,,
Hartford School District,0640011,Hartford Magnet Trinity College Academy,0645411,59.43,Yes,3,,
Hartford School District,0640011,Hartford Public High School,0646211,43.83,Yes,5,Turnaround,
Hartford School District,0640011,Kennelly School,0641011,54.50,,3,,
Hartford School District,0640011,Kinsella Magnet School of Performing Arts: High School Campus,0641710,55.75,,3,,
Hartford School District,0640011,Kinsella Magnet School of Performing Arts: PK-8 Campus,0641111,61.51,,3,,
Hartford School District,0640011,M. D. Fox School,0640811,47.55,,3,,
Hartford School District,0640011,"M. L. King, Jr. Middle School",0641611,43.21,,5,Turnaround,
Hartford School District,0640011,McDonough Middle School,0641211,42.78,,5,Turnaround,
Hartford School District,0640011,Milner Middle School,0641911,42.56,,5,Turnaround,
Hartford School District,0640011,Montessori Magnet at Batchelder School,0640511,57.99,,3,,
Hartford School District,0640011,Montessori Magnet at Fisher School,0643711,71.72,,2,,
Hartford School District,0640011,Naylor/CCSU Leadership Academy,0641411,62.81,,3,,
Hartford School District,0640011,Parkville Community School,0641511,51.42,,3,,
Hartford School District,0640011,Pathways Academy of Technology and Design,0646611,59.28,Yes,3,,
Hartford School District,0640011,Rawson School,0641711,56.42,,3,,
Hartford School District,0640011,Renzulli Gifted and Talented Academy,0644011,86.32,,1,,High Performance and High Growth
Hartford School District,0640011,SAND School,0640111,42.29,,5,Turnaround,
Hartford School District,0640011,STEM Magnet at Annie Fisher School,0642511,70.27,Yes,3,,
Hartford School District,0640011,Sanchez School,0643011,59.49,,3,,
Hartford School District,0640011,Sport and Medical Sciences Academy,0646511,58.28,,5,Turnaround,
Hartford School District,0640011,University High School of Science and Engineering,0646711,76.96,Yes,3,,
Hartford School District,0640011,Weaver High School,0646311,43.72,Yes,5,Turnaround,
Hartford School District,0640011,Webster Micro Society Magnet School,0642011,57.10,Yes,3,,
Hartford School District,0640011,West Middle School,0642111,55.23,,3,,
Hartford School District,0640011,Wish Museum School,0642211,50.10,,5,Turnaround,
Hartland School District,0650011,Hartland School,0650111,83.59,,2,,High Performance
Hebron School District,0670011,Hebron Elementary School,0670111,73.96,,2,,
Kent School District,0680011,Kent Center School,0680111,74.90,Yes,3,,
Killingly School District,0690011,Killingly High School,0696111,65.03,Yes,3,,
Killingly School District,0690011,Killingly Intermediate School,0695211,56.92,,3,,
Killingly School District,0690011,Killingly Memorial School,0690311,73.36,,2,,High Growth
Lebanon School District,0710011,Lebanon Elementary School,0710111,59.96,Yes,3,,
Lebanon School District,0710011,Lebanon Middle School,0715111,74.89,,2,,
Lebanon School District,0710011,Lyman Memorial High School,0716211,73.50,Yes,3,,
Ledyard School District,0720011,Gallup Hill School,0720411,71.68,,2,,
Ledyard School District,0720011,Juliet W. Long School,0720311,75.74,,2,,
Ledyard School District,0720011,Ledyard High School,0726111,73.31,Yes,3,,
Ledyard School District,0720011,Ledyard Middle School,0725111,62.67,Yes,3,,
Lisbon School District,0730011,Lisbon Central School,0730111,72.19,,2,,
Litchfield School District,0740011,Center School,0740211,84.13,Yes,3,,
Litchfield School District,0740011,Litchfield High School,0746111,78.37,Yes,3,,
Litchfield School District,0740011,Litchfield Intermediate School,0740311,76.06,,2,,
Litchfield School District,0740011,Litchfield Middle School,0746011,66.91,Yes,3,,
Madison School District,0760011,Daniel Hand High School,0766111,84.78,Yes,3,,
Madison School District,0760011,Dr. Robert H. Brown Intermediate School,0760611,86.58,,1,,High Performance
Madison School District,0760011,J. Milton Jeffrey Elementary School,0760111,100.00,,1,,High Performance
Madison School District,0760011,Kathleen H. Ryerson Elementary School,0760311,100.00,,1,,High Performance
Madison School District,0760011,Walter C. Polson Middle School,0765211,77.44,,2,,
Manchester School District,0770011,Bowers School,0770111,64.77,Yes,3,,
Manchester School District,0770011,Buckley School,0770311,83.56,,2,,High Growth
Manchester School District,0770011,Elisabeth M. Bennet Academy,0771711,54.51,,3,,
Manchester School District,0770011,Highland Park School,0770411,63.12,Yes,3,,
Manchester School District,0770011,Illing Middle School,0775311,52.93,Yes,4,Turnaround,
Manchester School District,0770011,Keeney School,0770611,62.49,Yes,3,,
Manchester School District,0770011,Manchester High School,0776111,62.15,Yes,3,,
Manchester School District,0770011,Martin School,0771611,59.76,Yes,3,,
Manchester School District,0770011,Verplanck School,0771211,60.64,,3,,
Manchester School District,0770011,Waddell School,0771311,60.82,,3,,
Mansfield School District,0780011,Mansfield Elementary School,0780111,75.73,,2,,High Growth
Mansfield School District,0780011,Mansfield Middle School,0785111,73.64,,2,,
Marlborough School District,0790011,Elmer Thienes-Mary Hall Elementary School,0790111,76.43,,2,,
Meriden School District,0800011,Benjamin Franklin School,0800111,81.95,,2,,High Growth
Meriden School District,0800011,Casimir Pulaski School,0801111,72.15,,2,,
Meriden School District,0800011,Edison Middle School,0802711,59.77,,3,,
Meriden School District,0800011,Francis T. Maloney High School,0806111,64.03,Yes,3,,
Meriden School District,0800011,Hanover School,0800311,73.65,Yes,3,,
Meriden School District,0800011,Israel Putnam School,0800411,84.31,,2,,High Performance and High Growth
Meriden School District,0800011,John Barry School,0800511,74.26,,2,,
Meriden School District,0800011,Lincoln Middle School,0805211,56.58,Yes,3,,
Meriden School District,0800011,Nathan Hale School,0800711,80.98,,2,,High Growth
Meriden School District,0800011,Orville H. Platt High School,0806211,58.89,Yes,3,,
Meriden School District,0800011,Roger Sherman School,0800811,79.18,,2,,High Growth
Meriden School District,0800011,Thomas Hooker School,0801011,83.58,,2,,High Growth
Meriden School District,0800011,Washington Middle School,0805411,52.83,Yes,3,,
Middletown School District,0830011,Beman Middle School,0835411,55.93,Yes,3,,
Middletown School District,0830011,Bielefield School,0830211,57.29,,3,,
Middletown School District,0830011,Farm Hill School,0830511,64.51,Yes,3,,
Middletown School District,0830011,Lawrence School,0831311,60.91,,3,,
Middletown School District,0830011,MacDonough School,0830911,65.74,Yes,3,,
Middletown School District,0830011,Middletown High School,0836211,62.18,Yes,3,,
Middletown School District,0830011,Moody School,0831211,78.66,,2,,
Middletown School District,0830011,Snow School,0831111,69.52,,3,,
Middletown School District,0830011,Spencer School,0830111,60.68,Yes,3,,
Middletown School District,0830011,Wesley School,0831411,70.98,Yes,3,,
Milford School District,0840011,Calf Pen Meadow School,0840111,82.77,,2,,
Milford School District,0840011,East Shore Middle School,0845111,67.41,Yes,3,,
Milford School District,0840011,Harborside Middle School,0845211,72.40,Yes,3,,
Milford School District,0840011,J. F. Kennedy School,0841911,70.95,,2,,
Milford School District,0840011,Jonathan Law High School,0846211,75.02,Yes,3,,
Milford School District,0840011,Joseph A. Foran High School,0846311,75.39,Yes,3,,
Milford School District,0840011,Live Oaks School,0841611,68.43,,3,,
Milford School District,0840011,Mathewson School,0841711,74.23,,2,,
Milford School District,0840011,Meadowside School,0840711,75.93,,2,,
