Report ID : 29,,,,,,,,,
Type of Data: Final,,,,,,,,,
Report Date:10/1/2025,,,,,,,,,
Run Date: 10/1/2025,,,,,,,,,
,,,,,,,,,
"New Hampshire Department of Education
Division of Education Analytics and Resources
Bureau of Educational Statistics
25 Hall Street, Concord, NH 03301",,,,,,,,,
,,,,,,,,,
2024 - 2025 Attendance Rate in NH Public Schools By District,,,,,,,,,
,,,,,,,,,
SAU #,SAU Name,District #,District Name,Pre-Sch %,Kind %,Elem %,Middle/Jr  % ,High %,Total %
426,Arts Academy of New Hampshire Chartered Public High School ,702,Arts Academy of New Hampshire Chartered Public High School ,0.0,0.0,0.0,0.0,100.0,100.0
402,North Country Charter Academy,703,North Country Charter Academy,0.0,0.0,0.0,100.0,95.3,95.4
427,Mountain Village Charter School,704,Mountain Village Charter School,0.0,0.0,0.0,0.0,0.0,96.3
403,Seacoast Charter School,705,Seacoast Charter School,0.0,97.3,97.3,0.0,0.0,97.8
432,Kreiva Academy Public Charter School,708,Kreiva Academy Public Charter School,0.0,0.0,0.0,94.2,92.4,93.1
404,Great Bay Charter School,709,Great Bay Charter School,0.0,0.0,0.0,0.0,93.9,94.6
434,Windham Academy Public Charter School,712,Windham Academy Public Charter School,0.0,100.0,100.0,0.0,0.0,99.4
437,Spark Academy of Advanced Technologies,714,Spark Academy of Advanced Technologies,0.0,0.0,0.0,0.0,97.0,97.0
441,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,97.5,96.4,96.4,0.0,0.0,97.1
407,Surry Village Charter School,717,Surry Village Charter School,0.0,96.3,96.3,0.0,0.0,96.5
451,Heartwood Public Charter School,718,Heartwood Public Charter School,0.0,96.5,96.5,0.0,0.0,96.4
408,Ledyard Charter School,719,Ledyard Charter School,0.0,0.0,0.0,0.0,96.1,96.1
409,Strong Foundations Charter School,721,Strong Foundations Charter School,0.0,98.1,98.1,0.0,0.0,97.9
453,Lionheart Classical Academy Chartered Public School,722,Lionheart Classical Academy Chartered Public School,0.0,96.6,96.6,0.0,0.0,97.6
410,CSI Charter School,723,CSI Charter School,0.0,0.0,0.0,0.0,87.0,87.0
454,River View Chartered Public School,724,River View Chartered Public School,0.0,0.0,0.0,0.0,96.0,96.0
411,Academy for Science and Design Charter School,725,Academy for Science and Design Charter School,0.0,0.0,0.0,98.2,97.4,97.9
455,Benjamin Franklin Academy Chartered Public School,726,Benjamin Franklin Academy Chartered Public School,0.0,0.0,0.0,97.3,96.7,97.1
412,Virtual Learning Academy Charter School,727,Virtual Learning Academy Charter School,0.0,100.0,100.0,0.0,100.0,100.0
416,Mill Falls Charter School,729,Mill Falls Charter School,0.0,98.1,98.1,0.0,0.0,98.1
433,Seacoast Classical Academy Chartered Public School,730,Seacoast Classical Academy Chartered Public School,0.0,97.6,97.6,0.0,0.0,97.6
417,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics & Art A Public Charter Sch,0.0,97.8,97.8,0.0,0.0,97.9
435,Synergy Academy Chartered Public School,732,Synergy Academy Chartered Public School,0.0,0.0,0.0,0.0,89.5,89.5
418,Making Community Connections Charter School,733,Making Community Connections Charter School,0.0,0.0,0.0,0.0,93.4,93.4
419,Polaris Charter School,735,Polaris Charter School,0.0,97.6,97.6,0.0,0.0,97.6
420,Robert Frost Charter School,737,Robert Frost Charter School,0.0,100.0,100.0,0.0,100.0,100.0
422,Next Charter School,740,Next Charter School,0.0,0.0,0.0,0.0,93.8,93.8
423,The Founders Academy Charter School,741,The Founders Academy Charter School,0.0,0.0,0.0,0.0,96.7,97.4
425,Gate City Charter School For the Arts,742,Gate City Charter School For the Arts,0.0,96.6,96.6,0.0,0.0,96.4
429,Compass Classical Academy Charter School,743,Compass Classical Academy Charter School,0.0,99.8,99.8,0.0,99.8,99.9
430,MicroSociety Academy Charter School Foundation,744,MicroSociety Academy Charter School Foundation,0.0,97.7,97.7,0.0,0.0,98.3
450,Gathering Waters Charter School,750,Gathering Waters Charter School,0.0,95.2,95.2,0.0,94.4,96.0
,,,Total,97.5,97.8,97.9,97.8,96.5,97.5
Public Interstate Schools,,,,,,,,,
SAU #,SAU Name,District #,District Name,Pre-Sch %,Kind %,Elem %,Middle/Jr  % ,High %,Total %
,,,,,,,,,
78,Rivendell Interstate SAU Office,457,Rivendell,0.0,0.0,0.0,0.0,97.5,97.4
,,,Total,#DIV/0!,#DIV/0!,97.1,#DIV/0!,97.5,97.4
,,,,,,,,,
,,,,,,,,,
Foot Notes,,,,,,,,,
,,,,,,,,,
Academic School year starts July 1 through June 30.,,,,,,,,,
Rivendell School District counts includes NH resident students only,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Data Source,,,,,,,,,
i4see - EOY,,,,,,,,,
,,,,,,,,,
