LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,CD,SLDL,SLDU,SCHOOLYEAR,LOCALE,PCT_CITY11,PCT_CITY12,PCT_CITY13,PCT_SUB21,PCT_SUB22,PCT_SUB23,PCT_TOWN31,PCT_TOWN32,PCT_TOWN33,PCT_RURAL41,PCT_RURAL42,PCT_RURAL43
3306080,Sanborn Regional School District,33,51 Church Street,Kingston,NH,03848,33,33015,Rockingham County,42.946496,-71.057298,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33714,33023,2023-2024,21,0,0,0,100,0,0,0,0,0,0,0,0
3306150,Seabrook School District,33,2 Alumni Dr.,Hampton,NH,03842,33,33015,Rockingham County,42.932693,-70.832789,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33729,33024,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3306180,Shaker Regional School District,33,58 School St.,Belmont,NH,03220,33,33001,Belknap County,43.440343,-71.47965,29060,"Laconia, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33004,33002,2023-2024,42,0,0,0,0,0,0,0,0,0,32.21,67.79,0
3306240,Somersworth School District,33,51 West High Street,Somersworth,NH,03878,33,33017,Strafford County,43.25904,-70.872251,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33812,33004,2023-2024,23,0,0,0,0,0,100,0,0,0,0,0,0
3306260,Souhegan Cooperative School District,33,1 School St.,Amherst,NH,03031,33,33011,Hillsborough County,42.864231,-71.626908,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33534,33011,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3306270,South Hampton School District,33,2 Alumni Dr.,Hampton,NH,03842,33,33015,Rockingham County,42.932693,-70.832789,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33729,33024,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3306330,Stark School District,33,15 Preble St.,Groveton,NH,03582,33,33007,Coos County,44.599538,-71.514273,N,N,0,N,N,3302,33301,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3306360,Stewartstown School District,33,21 Academy St.,Colebrook,NH,03576,33,33007,Coos County,44.894225,-71.494738,N,N,0,N,N,3302,33303,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3306390,Stoddard School District,33,258 Western Avenue,Henniker,NH,03242,33,33013,Merrimack County,43.180036,-71.832264,18180,"Concord, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33608,33007,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3306420,Strafford School District,33,22 Roller Coaster Road,Strafford,NH,03884,33,33017,Strafford County,43.269674,-71.127825,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33804,33006,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3306450,Stratford School District,33,15 Preble St.,Groveton,NH,03582,33,33007,Coos County,44.599538,-71.514273,N,N,0,N,N,3302,33301,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3306480,Stratham School District,33,30 Linden St.,Exeter,NH,03833,33,33015,Rockingham County,42.975703,-70.956147,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33711,33024,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3306540,Sunapee School District,33,70 Lower Main Street,Sunapee,NH,03782,33,33019,Sullivan County,43.38698,-72.094421,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33905,33008,2023-2024,42,0,0,0,0,0,0,0,0,0,0,55.05,44.95
3306600,Tamworth School District,33,881A Tamworth Road,Tamworth,NH,03886,33,33003,Carroll County,43.83629,-71.264982,N,N,0,N,N,3301,33103,33003,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3306660,Thornton School District,33,47 Old Ward Bridge Rd.,Plymouth,NH,03264,33,33009,Grafton County,43.764272,-71.703019,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33408,33005,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3306720,Timberlane Regional School District,33,30 Greenough Rd.,Plaistow,NH,03865,33,33015,Rockingham County,42.845421,-71.112366,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33720,33022,2023-2024,21,0,0,0,77.7,0,0,0,0,0,22.3,0,0
3306750,Unity School District,33,165 Broad St.,Claremont,NH,03743,33,33019,Sullivan County,43.369671,-72.337319,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33906,33008,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3306780,Wakefield School District,33,76 Taylor Way,Sanbornville,NH,03872,33,33003,Carroll County,43.553303,-71.03723,N,N,0,N,N,3301,33104,33003,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3306870,Warren School District,33,2975 Dartmouth College Hwy.,N. Haverhill,NH,03774,33,33009,Grafton County,44.095898,-72.025665,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33405,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3306900,Washington School District,33,78 School Street,Hillsborough,NH,03244,33,33011,Hillsborough County,43.118151,-71.899775,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33530,33007,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3306910,Waterville Valley School District,33,47 Old Ward Bridge Rd.,Plymouth,NH,03264,33,33009,Grafton County,43.764272,-71.703019,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33408,33005,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3306930,Weare School District,33,258 Western Avenue,Henniker,NH,03242,33,33013,Merrimack County,43.180036,-71.832264,18180,"Concord, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33608,33007,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3306990,Wentworth School District,33,47 Old Ward Bridge Rd.,Plymouth,NH,03264,33,33009,Grafton County,43.764272,-71.703019,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33408,33005,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3307020,Westmoreland School District,33,193 Maple Avenue,Keene,NH,03431,33,33005,Cheshire County,42.956246,-72.312598,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33202,33010,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3307050,White Mountains Regional School District,33,135 Regional Road,Whitefield,NH,03598,33,33007,Coos County,44.418184,-71.602962,N,N,0,N,N,3302,33304,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3307115,Wilton-Lyndeborough Cooperative School District,33,192 Forest Road,Lyndeborough,NH,03082,33,33011,Hillsborough County,42.881697,-71.78573,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33542,33009,2023-2024,41,0,0,0,0,44.92,0,0,0,0,55.08,0,0
3307140,Winchester School District,33,Winchester School District,Winchester,NH,03470,33,33005,Cheshire County,42.767617,-72.376447,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33211,33009,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3307170,Windham School District,33,19 Haverhill Road,Windham,NH,03087,33,33015,Rockingham County,42.799837,-71.309484,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33717,33019,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3307200,Windsor School District,33,78 School Street,Hillsborough,NH,03244,33,33011,Hillsborough County,43.118151,-71.899775,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33530,33007,2023-2024,42,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3307230,Winnacunnet Cooperative School District,33,2 Alumni Dr.,Hampton,NH,03842,33,33015,Rockingham County,42.932693,-70.832789,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33729,33024,2023-2024,23,0,0,0,0,0,100,0,0,0,0,0,0
3307300,Winnisquam Regional School District,33,433 West Main St.,Tilton,NH,03276,33,33001,Belknap County,43.444178,-71.603401,29060,"Laconia, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33003,33007,2023-2024,41,0,0,0,0,0,0,0,34.96,0,65.04,0,0
3307330,Coe-Brown Northwood Academy School District,33,907 First NH Tpke.,Northwood,NH,03261,33,33015,Rockingham County,43.217919,-71.211202,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33701,33017,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3307360,Pinkerton Academy School District,33,5 Pinkerton St,Derry,NH,03038,33,33015,Rockingham County,42.895512,-71.316481,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33713,33019,2023-2024,22,0,0,0,0,100,0,0,0,0,0,0,0
3399965,Pemi-Baker Regional School District,33,47 Old Ward Bridge Rd.,Plymouth,NH,03264,33,33009,Grafton County,43.764272,-71.703019,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33408,33005,2023-2024,33,0,0,0,0,0,0,0,0,100,0,0,0
3399970,SAU #23 French Pond School District,33,2975 Dartmouth College Hwy.,N. Haverhill,NH,03774,33,33009,Grafton County,44.095898,-72.025665,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33405,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3399971,SAU #23 King Street School School District,33,2975 Dartmouth College Hwy.,N. Haverhill,NH,03774,33,33009,Grafton County,44.095898,-72.025665,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33405,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3399972,Heartwood Public Charter School,33,30 Davenport Rd,Jefferson,NH,03583,33,33007,Coos County,44.40033,-71.436228,N,N,0,N,N,3302,33304,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3399973,Coastal Waters Chartered Public School,33,2 Holland Way,Exeter,NH,03833,33,33015,Rockingham County,42.979431,-70.918071,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33711,33024,2023-2024,31,0,0,0,0,0,0,100,0,0,0,0,0
3399974,Lionheart Classical Academy Chartered Public School,33,10 Sharon Road,PETERBOROUGH,NH,03458,33,33011,Hillsborough County,42.854143,-71.963153,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33533,33010,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3399975,River View Chartered Public School,33,169 Main Street,CLAREMONT,NH,03743,33,33019,Sullivan County,43.376146,-72.346526,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33906,33008,2023-2024,33,0,0,0,0,0,0,0,0,100,0,0,0
3399976,Benjamin Franklin Academy Chartered Public School,33,157 Chichester Road,LOUDON,NH,03307,33,33013,Merrimack County,43.270059,-71.448536,18180,"Concord, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33604,33017,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
