"state","district","combined_district","supt_first_name","supt_last_name","district_code","grades_served","district_type","urbanicity","num_schools","num_high_schools","enrollment_2025","enrollment_change_6yr_pct","n_aian","n_asian","n_black","n_hispanic","n_multiracial","n_white","n_nhpi","pct_aian","pct_aapi","pct_black","pct_hispanic","pct_multiracial","pct_white","pct_lowinc","pct_el","pct_sped","n_ela_prof_3_8","pct_ela_prof_3_8","n_math_prof_3_8","pct_math_prof_3_8","n_ela_prof_9_12","pct_ela_prof_9_12","n_math_prof_9_12","pct_math_prof_9_12","grad_rate","pct_chronic_absenteeism","per_pupil_spending","pct_csi_tsi","pct_lang_eo","pct_lang_spanish","pct_lang_indo","pct_lang_aapi","pct_lang_other","pct_fte_cert","retention_n","retention_rate"
"Connecticut","Cheshire School District","Cheshire School District","Jeffrey","Solan",250011,"K-12","Traditional","Suburban",12,4,4317,0.03,3,438,152,449,172,3100,3,0,0.1,0.04,0.1,0.04,0.72,0.18,0.04,0.15,1538,0.77,1525,0.77,227,0.8,156,0.55,0.94,0.07,20515,0,0.9,0.02,0.03,0.05,0,1,311,0.92
"Connecticut","New Hartford School District","New Hartford School District","Jeffrey","Sousa",920011,"K-6","Traditional","Rural",3,0,433,-0.01,1,1,0,27,16,388,0,0,0,0,0.06,0.04,0.9,0.17,0.01,0.25,152,0.65,129,0.55,NA,NA,NA,NA,NA,0.06,21588,0,0.98,0.02,NA,NA,NA,1,35,0.95
"Connecticut","Interdistrict School for Arts and Comm District","Interdistrict School for Arts and Comm District","Nicholas","Spera",2650013,"K-8","Charter","Urban",1,0,328,0.18,2,2,51,191,36,45,0,0.01,0.01,0.16,0.58,0.11,0.14,0.68,0.16,0.2,157,0.51,102,0.33,NA,NA,NA,NA,NA,0.15,17438,0,NA,NA,NA,NA,NA,0.96,17,0.71
"Connecticut","Willington School District","Willington School District","Phil","Stevens",1600011,"K-8","Traditional","Rural",2,0,376,-0.14,4,8,4,42,19,299,0,0.01,0.02,0.01,0.11,0.05,0.8,0.36,0.01,0.2,118,0.52,119,0.53,NA,NA,NA,NA,NA,0.06,27211,0,NA,NA,NA,NA,NA,1,37,0.8
"Connecticut","North Haven School District","North Haven School District","Patrick","Stirk",1010011,"K-12","Traditional","Suburban",7,2,3214,0.01,70,279,178,467,70,2151,0,0.02,0.09,0.06,0.15,0.02,0.67,0.24,0.06,0.15,1008,0.7,903,0.63,140,0.67,89,0.42,0.94,0.1,19720,0,0.86,0.07,0.05,0.01,0,1,258,0.95
"Connecticut","Stafford School District","Stafford School District","Scott","Sugarman",1340011,"K-12","Traditional","Rural",4,1,1266,-0.13,8,8,16,118,41,1076,0,0.01,0.01,0.01,0.09,0.03,0.85,0.41,0.01,0.21,251,0.45,223,0.4,72,0.79,42,0.46,0.98,0.13,23428,0,0.98,0,NA,0,0.01,1,107,0.88
"Connecticut","Colchester School District","Colchester School District","Daniel","Sullivan",280011,"K-12","Traditional","Rural",5,2,2101,-0.1,2,40,57,201,99,1701,2,0,0.02,0.03,0.1,0.05,0.81,0.25,0.02,0.19,558,0.58,591,0.62,97,0.68,60,0.42,0.94,0.15,21216,0,0.95,0.02,0.02,0.01,NA,1,174,0.9
"Connecticut","New Beginnings Inc Family Academy District","New Beginnings Inc Family Academy District","Ronelle","Swagerty",2800013,"K-6","Charter","Urban",1,0,431,-0.15,0,0,233,187,6,6,0,0,0,0.54,0.43,0.01,0.01,0.9,0.12,0.11,44,0.37,29,0.25,NA,NA,NA,NA,NA,0.39,18485,0,NA,NA,NA,NA,NA,0.79,25,0.76
"Connecticut","East Haven School District","East Haven School District","Adam","Swinney",440011,"K-12","Traditional","Suburban",8,1,2857,-0.01,4,90,182,1232,106,1239,4,0,0.03,0.06,0.43,0.04,0.43,0.59,0.14,0.2,434,0.38,328,0.29,90,0.43,41,0.2,0.83,0.17,18985,0,0.79,0.15,0.05,0,NA,0.94,214,0.87
"Connecticut","Booker T. Washington Academy District","Booker T. Washington Academy District","John","Taylor",2950013,"K-8","Charter","Urban",1,0,404,-0.04,0,3,302,75,19,3,3,0,0.01,0.75,0.19,0.05,0.01,0.92,0.04,0.1,100,0.39,78,0.31,NA,NA,NA,NA,NA,0.2,19545,0,NA,NA,NA,NA,NA,0.96,14,0.54
"Connecticut","Fairfield School District","Fairfield School District","Michael","Testani",510011,"K-12","Traditional","Suburban",21,4,9139,-0.06,6,543,313,1319,536,6417,6,0,0.06,0.03,0.14,0.06,0.7,0.18,0.04,0.2,2999,0.73,2986,0.72,586,0.83,374,0.53,0.95,0.09,24113,0,0.89,0.02,0.06,0.01,0.02,1,761,0.93
"Connecticut","Regional School District 10","Regional School District 10","Fran","Thompson",2100012,"K-12","Regional","Rural",4,1,2140,-0.05,0,18,5,173,437,1502,5,0,0.01,0,0.08,0.2,0.7,0.16,0.02,0.17,626,0.65,580,0.6,117,0.74,65,0.41,0.97,0.11,20164,0,0.93,0.01,0.02,0,0.04,1,157,0.9
"Connecticut","Hartford School District","Hartford School District","Andraé","Townsel",640011,"K-12","Traditional","Urban",59,15,16434,-0.13,61,765,4686,9431,498,973,20,0,0.05,0.29,0.57,0.03,0.06,0.77,0.26,0.21,1352,0.2,1262,0.19,279,0.32,136,0.16,0.79,0.36,23095,0.33,0.6,0.36,0.03,0,0.02,0.98,1035,0.82
"Connecticut","Branford School District","Branford School District","Christopher","Tranberg",140011,"K-12","Traditional","Suburban",8,3,2567,-0.08,4,160,118,443,137,1702,4,0,0.06,0.05,0.17,0.05,0.66,0.38,0.08,0.15,632,0.56,571,0.51,119,0.67,62,0.35,0.91,0.13,25027,0,0.86,0.05,0.05,0.04,0,1,216,0.92
"Connecticut","East Windsor School District","East Windsor School District","Patrick","Tudryn",470011,"K-12","Traditional","Suburban",4,2,1035,-0.04,1,73,141,277,62,480,1,0,0.07,0.14,0.27,0.06,0.46,0.58,0.06,0.2,226,0.51,193,0.43,28,0.48,13,0.22,0.86,0.16,25949,0,0.94,0.06,NA,NA,NA,1,85,0.85
"Connecticut","Newtown School District","Newtown School District","Anne","Uberti",970011,"K-12","Traditional","Suburban",12,2,3924,-0.06,4,85,95,556,69,3111,4,0,0.02,0.02,0.14,0.02,0.79,0.15,0.02,0.16,1241,0.7,1260,0.71,218,0.78,133,0.47,0.97,0.09,22491,0,0.84,0.11,0.04,0.01,NA,1,309,0.89
"Connecticut","East Hampton School District","East Hampton School District","Timothy","Van Tasel",420011,"K-12","Traditional","Rural",6,3,1676,-0.09,0,10,23,140,59,1433,10,0,0.01,0.01,0.08,0.04,0.86,0.23,0.01,0.2,465,0.63,428,0.58,95,0.81,41,0.35,0.97,0.11,22129,0,0.97,NA,0.03,NA,NA,1,131,0.92
"Connecticut","Middletown School District","Middletown School District","Alberto","Vazquez Matos",830011,"K-12","Traditional","Urban",20,5,4394,-0.05,12,218,921,1134,441,1656,12,0,0.05,0.21,0.26,0.1,0.38,0.52,0.07,0.19,774,0.4,572,0.29,125,0.45,43,0.15,0.9,0.25,24962,0,0.87,0.07,0.04,0.01,0.01,1,315,0.87
"Connecticut","West Hartford School District","West Hartford School District","Paul","Vicinus",1550011,"K-12","Traditional","Urban",22,5,9128,-0.04,18,939,727,1972,560,4894,18,0,0.1,0.08,0.22,0.06,0.54,0.29,0.09,0.19,2660,0.66,2505,0.62,543,0.79,380,0.55,0.92,0.1,21708,0,0.78,0.11,0.05,0.05,0.01,1,678,0.89
"Connecticut","Regional School District 20","Regional School District 20","Jeffrey","Villar",2200012,"K-12","Regional","Rural",8,2,1619,Inf,8,8,21,111,42,1430,0,0,0,0.01,0.07,0.03,0.88,0.26,0.01,0.19,468,0.7,414,0.62,105,0.72,54,0.37,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connecticut","Montville School District","Montville School District","Diane","Vumback",860011,"K-12","Traditional","Rural",7,2,2001,-0.03,9,119,94,335,256,1179,9,0,0.06,0.05,0.17,0.13,0.59,0.44,0.05,0.21,477,0.49,448,0.46,80,0.59,33,0.24,0.89,0.17,21162,0,0.88,0.02,0.07,0.03,0.01,1,174,0.93
"Connecticut","Common Ground High School District","Common Ground High School District","Genevive","Walker",2680013,"9-12","Charter","Urban",1,1,221,-0.01,2,2,72,103,7,34,0,0.01,0.01,0.33,0.47,0.03,0.15,0.64,0.07,0.29,NA,NA,NA,NA,22,0.5,10,0.22,0.72,0.48,23566,1,NA,NA,NA,NA,NA,0.93,19,0.73
"Connecticut","Elm City Montessori School District","Elm City Montessori School District","Julia","Webb",2910013,"K-8","Charter","Urban",1,0,312,0.36,0,7,82,88,30,105,0,0,0.02,0.26,0.28,0.1,0.34,0.02,0.03,0.17,53,0.42,42,0.33,NA,NA,NA,NA,NA,0.14,17804,0,NA,NA,NA,NA,NA,1,17,0.94
"Connecticut","Regional School District 04","Regional School District 04","Iris","White",2040012,"7-12","Regional","Rural",3,2,646,-0.25,4,7,4,64,24,543,0,0.01,0.01,0.01,0.1,0.04,0.84,0.27,0.02,0.19,117,0.63,108,0.58,76,0.73,37,0.36,0.96,0.15,29496,0,NA,NA,NA,NA,NA,1,60,0.88
"Connecticut","Bristol School District","Bristol School District","Brian","White",170011,"K-12","Traditional","Suburban",31,11,7713,-0.03,6,271,639,2998,488,3306,6,0,0.04,0.08,0.39,0.06,0.43,0.55,0.07,0.22,1648,0.48,1397,0.41,272,0.51,123,0.23,0.91,0.18,20882,0,0.82,0.14,0.01,0.02,0,1,497,0.9
"Connecticut","Wethersfield School District","Wethersfield School District","Jeffrey","Wihbey",1590011,"K-12","Traditional","Suburban",10,2,3471,-0.04,7,186,163,757,157,2195,6,0,0.06,0.05,0.22,0.05,0.63,0.26,0.1,0.16,916,0.59,774,0.5,188,0.64,87,0.3,0.95,0.07,19741,0,0.89,0.03,0.08,0,NA,1,234,0.88
"Connecticut","Tolland School District","Tolland School District","Walter","Willett",1420011,"K-12","Traditional","Rural",5,2,2144,-0.09,2,72,63,215,83,1706,2,0,0.03,0.03,0.1,0.04,0.8,0.17,0.01,0.17,648,0.7,649,0.7,126,0.75,81,0.48,0.97,0.1,20365,0,0.97,0.02,NA,0.01,NA,1,159,0.89
"Connecticut","Columbia School District","Columbia School District","Barbara","Wilson",300011,"K-8","Traditional","Rural",1,0,444,0.08,2,2,2,47,20,370,0,0.01,0.01,0.01,0.11,0.05,0.83,0.22,0.01,0.15,145,0.53,130,0.48,NA,NA,NA,NA,NA,0.07,21600,0,1,NA,NA,NA,NA,1,40,0.89
"Connecticut","Torrington School District","Torrington School District","Michael","Wilson",1430011,"K-12","Traditional","Rural",10,2,3911,0.01,8,163,259,1688,83,1703,7,0,0.04,0.07,0.43,0.02,0.44,0.66,0.17,0.2,790,0.43,571,0.31,117,0.46,45,0.17,0.76,0.18,21305,0,0.84,0.13,0,0.03,0,1,289,0.89
"Connecticut","Regional School District 16","Regional School District 16","Michael","Yamin",2160012,"K-12","Regional","Suburban",4,1,1898,-0.09,16,16,79,231,60,1495,0,0.01,0.01,0.04,0.12,0.03,0.79,0.26,0.02,0.17,559,0.66,552,0.65,107,0.72,62,0.42,0.93,0.08,20848,0,0.79,0.16,0.04,0,NA,1,150,0.9
"Connecticut","Bloomfield School District","Bloomfield School District","Tracy","Youngberg",110011,"K-12","Traditional","Suburban",10,2,1897,-0.14,4,34,1231,344,88,192,4,0,0.02,0.65,0.18,0.05,0.1,0.54,0.05,0.22,254,0.38,186,0.28,74,0.49,12,0.08,0.83,0.18,24674,0,0.87,0.08,0.02,NA,0.03,1,160,0.84
"Connecticut","Bozrah School District","Bozrah School District","Jack","Zamary",130011,"K-8","Traditional","Suburban",1,0,180,-0.05,1,1,1,19,12,145,0,0.01,0.01,0.01,0.11,0.07,0.81,0.35,0.02,0.22,55,0.51,56,0.52,NA,NA,NA,NA,NA,0.11,28086,0,0.83,0.04,0.15,NA,NA,1,16,0.84
"Connecticut","Rocky Hill School District","Rocky Hill School District","Mark","Zito",1190011,"K-12","Traditional","Suburban",7,3,2539,-0.06,1,775,114,317,107,1224,1,0,0.31,0.04,0.12,0.04,0.48,0.23,0.11,0.15,838,0.7,793,0.67,139,0.76,99,0.54,0.95,0.09,20343,0,0.63,0.05,0.17,0.09,0.05,1,205,0.94
