State,District,Combined District,Supt. First Name,Supt. Last Name,Supt. ID,<- IDs will be added late Sept/early Oct
New Hampshire,Hale's Location c/o Carroll Cty,Hale's Location c/o Carroll Cty,Terry,McCarthy,,
New Hampshire,Pelham,Pelham,Eric,McGee,,
New Hampshire,Robert Frost Charter School,Robert Frost Charter School,Janine,McLauchlan,,
New Hampshire,Portsmouth,Portsmouth,Zachary,McLaughlin,,
New Hampshire,Milford,Milford,Christi,Michaud,,
New Hampshire,Inter-Lakes Cooperative,Inter-Lakes Cooperative,Mary,Moriarty,,
New Hampshire,Hudson,Hudson,Daniel,Moulis,,
New Hampshire,Polaris Charter School,Polaris Charter School,Jennifer,Murdock-Smith,,
New Hampshire,Benjamin Franklin Academy Chartered Public School,Benjamin Franklin Academy Chartered Public School,Bryan,Murphy,,
New Hampshire,Winnacunnet,Winnacunnet,Meredith,Nadeau,,
New Hampshire,Littleton,Littleton,Steven,Nilhas,,
New Hampshire,Litchfield,Litchfield,Brian,O'Connell,,
New Hampshire,Making Community Connections Charter School,Making Community Connections Charter School,Christopher,O'Reilly,,
New Hampshire,Merrimack,Merrimack,Everett,Olsen,,
New Hampshire,Seacoast Charter School,Seacoast Charter School,Nicole,Outsen,,
New Hampshire,Salem,Salem,Maura,Palmer,,
New Hampshire,Goshen,Goshen,Gail,Paludi,,
New Hampshire,River View Chartered Public School,River View Chartered Public School,Cathy,Pellerin,,
New Hampshire,Mascenic Regional,Mascenic Regional,Elizabeth,Pogorzelski,,
New Hampshire,Farmington,Farmington,Giselle,Pomeroy,,
New Hampshire,Pinkerton Academy,Pinkerton Academy,Timothy,Powers,,
New Hampshire,Barrington,Barrington,Deannah,Rae,,
New Hampshire,Newport,Newport,Forrest,Ransdell,,
New Hampshire,Monadnock Regional,Monadnock Regional,Jeremy,Rathbun,,
New Hampshire,Hooksett,Hooksett,William,Rearick,,
New Hampshire,Plainfield,Plainfield,Kyle,Riley,,
New Hampshire,Hinsdale,Hinsdale,David,Ryan,,
New Hampshire,Strafford,Strafford,Robert,Seaward,,
New Hampshire,Oyster River,Oyster River,Robert,Shaps,,
New Hampshire,Somersworth,Somersworth,John,Shea,,
New Hampshire,Coe-Brown Northwood Academy,Coe-Brown Northwood Academy,David,Smith,,
New Hampshire,Hopkinton,Hopkinton,Amanda,Smith Doyle,,
New Hampshire,Fremont,Fremont,Brian,Stack,,
New Hampshire,Lincoln-Woodstock,Lincoln-Woodstock,Mary,Steady,,
New Hampshire,SAU #70,SAU #70,Robin,Steiner,,
New Hampshire,Hampstead,Hampstead,Robert,Thompson,,
New Hampshire,Shaker Regional,Shaker Regional,Michael,Tursi,,
New Hampshire,Spark Academy of Advanced Technologies,Spark Academy of Advanced Technologies,John,Tuttle,,
New Hampshire,SAU #35 Office,SAU #35 Office,Curtis,Watson,,
New Hampshire,Wilton,Wilton,Peter,Weaver,,
New Hampshire,Plymouth,Plymouth,Kyla,Welch,,
New Hampshire,Tamworth,Tamworth,Michael,Whaland,,
New Hampshire,Next Charter School,Next Charter School,Emily,Whalen,,
New Hampshire,SAU #46 Office,SAU #46 Office,Randy,Wormald,,
New Hampshire,Greenland,Greenland,Stephen,Zadravec,,
Rhode Island,"Blackstone Valley Prep, A RI Mayoral Academy","Blackstone Valley Prep, A RI Mayoral Academy",Sarah,Anderson,,
Rhode Island,Barrington,Barrington,Chris,Ashley,,
Rhode Island,Village Green Virtual,Village Green Virtual,Rochelle,Baker,,
Rhode Island,Smithfield,Smithfield,Dawn,Bartz,,
Rhode Island,Pawtucket,Pawtucket,Randy,Buck,,
Rhode Island,SouthSide Charter School,SouthSide Charter School,Mary,Caporelli,,
Rhode Island,Kingston Hill Academy,Kingston Hill Academy,Marcella,Clark,,
Rhode Island,Coventry,Coventry,Don,Cowart,,
Rhode Island,Foster,Foster,Kathy,Crowley,,
Rhode Island,Narragansett,Narragansett,Peter,Cummings,,
Rhode Island,RISE Prep Mayoral Academy,RISE Prep Mayoral Academy,Rosalind,DaCruz,,
Rhode Island,Little Compton,Little Compton,Laurie,Dias-Mitchell,,
Rhode Island,MET Career and Tech,MET Career and Tech,Nancy,Diaz,,
Rhode Island,Glocester,Glocester,Patricia,Dubois,,
Rhode Island,North Kingstown,North Kingstown,Ken,Duva,,
Rhode Island,Exeter-West Greenwich,Exeter-West Greenwich,James,Erinakes,,
Rhode Island,East Providence,East Providence,Sandra,Forand,,
Rhode Island,Westerly,Westerly,Mark,Garceau,,
Rhode Island,North Providence,North Providence,Joseph,Goho,,
Rhode Island,Tiverton,Tiverton,Christopher,Haskins,,
Rhode Island,Newport,Newport,Colleen,Jermain,,
Rhode Island,East Greenwich,East Greenwich,Thomas,Kenworthy,,
Rhode Island,The Hope Academy,The Hope Academy,Margaret,Knowlton,,
Rhode Island,The Compass School,The Compass School,Brandee,Lapisky,,
Rhode Island,Segue Institute for Learning,Segue Institute for Learning,Melissa,Lourenco,,
Rhode Island,Charette Charter,Charette Charter,Nicole,Lyons,,
Rhode Island,New Shoreham,New Shoreham,John,Martin,,
Rhode Island,Warwick,Warwick,William,McCaffrey,,
Rhode Island,Rhode Island Nurses Institute Middle College,Rhode Island Nurses Institute Middle College,Pamela,McCue,,
Rhode Island,Achievement First Rhode Island,Achievement First Rhode Island,Tom,McDermott,,
Rhode Island,R.I. Sch for the Deaf,R.I. Sch for the Deaf,Sarah,McGaughey,,
Rhode Island,Woonsocket,Woonsocket,Patrick,McGee,,
Rhode Island,Lincoln,Lincoln,Kevin,McNamara,,
Rhode Island,Providence,Providence,Javier,Montanez,,
Rhode Island,Middletown,Middletown,William,Niemeyer,,
Rhode Island,International Charter,International Charter,Julie,Nora,,
Rhode Island,Cranston,Cranston,Jeannine,Nota Masse,,
Rhode Island,Learning Community,Learning Community,Meg,O'Leary,,
Rhode Island,Foster-Glocester,Foster-Glocester,Renee,Palazzo,,
Rhode Island,Paul Cuffee Charter School,Paul Cuffee Charter School,Frank,Pallotta,,
Rhode Island,Chariho,Chariho,Gina,Picard,,
Rhode Island,South Kingstown,South Kingstown,Michael,Podraza,,
Rhode Island,Urban Collaborative,Urban Collaborative,Lynn,Prentiss,,
Rhode Island,Scituate,Scituate,Thomas,Raab,,
Rhode Island,Jamestown,Jamestown,David,Raleigh,,
Rhode Island,Trinity Academy for the Performing Arts,Trinity Academy for the Performing Arts,Elizabeth,Richards-Hegnauer,,
Rhode Island,Bristol Warren,Bristol Warren,Ana,Riley,,
Rhode Island,Tiverton,Tiverton,Peter,Haskins,,
Rhode Island,Blackstone Academy,Blackstone Academy,Carolyn,Sheehan,,
Rhode Island,Providence Preparatory Charter,Providence Preparatory Charter,Toby,Shepherd,,
Rhode Island,Highlander Charter School,Highlander Charter School,Simona,Simpson-Thomas,,
Rhode Island,Beacon Charter School,Beacon Charter School,Michael,Skeldon,,
Rhode Island,Burrillville,Burrillville,Michael,Sollitto,,
Rhode Island,North Smithfield,North Smithfield,Michael,St. Jean,,
Rhode Island,Excel Academy Rhode Island,Excel Academy Rhode Island,Owen,Stearns,,
Rhode Island,West Bay Collaborative,West Bay Collaborative,Maryann,Struble,,
Rhode Island,Johnston,Johnston,Scott,Sutherland,,
Rhode Island,West Warwick,West Warwick,Karen,Tarasevich,,
Rhode Island,Cumberland,Cumberland,Phil,Thornton,,
Rhode Island,Central Falls,Central Falls,Stephanie,Toledo,,
Rhode Island,YouthBuild Preparatory Academy,YouthBuild Preparatory Academy,Donavan,Tracey,,
Rhode Island,The Greene School,The Greene School,Kerry,Tuttlebee,,
Rhode Island,Nuestro Mundo Public Charter,Nuestro Mundo Public Charter,Danira,Vasquez,,
Rhode Island,Portsmouth,Portsmouth,Elizabeth,Viveiros,,
Rhode Island,Sheila Skip Nowell Leadership Academy,Sheila Skip Nowell Leadership Academy,Jessica,Waters,,
Rhode Island,Davies Career and Tech,Davies Career and Tech,Mary,Watkins,,
Vermont,Orleans Southwest Supervisory Union,Orleans Southwest Supervisory Union,Wendy,Baker,,
Vermont,Addison Central School District,Addison Central School District,David,Baker,,
Vermont,Windham Southwest Supervisory Union,Windham Southwest Supervisory Union,Bill,Bazyk,,
Vermont,Montpelier Roxbury School District,Montpelier Roxbury School District,Libby,Bonesteel,,
Vermont,Windsor Southeast Supervisory Union,Windsor Southeast Supervisory Union,Christine,Bourne,,
Vermont,Champlain Valley School District,Champlain Valley School District,Adam,Bunting,,
Vermont,Springfield School District,Springfield School District,Peter,Burrows,,
Vermont,Barre Unified Union School District,Barre Unified Union School District,JoAn,Canning,,
Vermont,Winooski School District,Winooski School District,Wilmer,Chavarria,,
Vermont,South Burlington School District,South Burlington School District,Joe,Clark,,
Vermont,Orange Southwest Unified SD,Orange Southwest Unified SD,Michael,Clark,,
Vermont,Lincoln School District,Lincoln School District,Amy,Cole,,
Vermont,North Country Supervisory Union,North Country Supervisory Union,Elaine,Collins,,
Vermont,St. Johnsbury School District,St. Johnsbury School District,Karen,Conroy,,
Vermont,Franklin Northeast Supervisory Union,Franklin Northeast Supervisory Union,Lynn,Cota,,
Vermont,Washington Central Unified Union SD,Washington Central Unified Union SD,Steven,Dellinger-Pate,,
Vermont,Central Vermont Career Center School District,Central Vermont Career Center School District,Jody,Emerson,,
Vermont,Central Vermont Supervisory Union,Central Vermont Supervisory Union,Matthew,Fedders,,
Vermont,Burlington School District,Burlington School District,Thomas,Flanagan,,
Vermont,Caledonia Central Supervisory Union,Caledonia Central Supervisory Union,Matt,Foster,,
Vermont,Lamoille North Unified School District,Lamoille North Unified School District,Catherine,Gallagher,,
Vermont,Rivendell Interstate School District,Rivendell Interstate School District,Randall,Gawel,,
Vermont,Mill River Unified Union School District,Mill River Unified Union School District,Cheryl,Gonzalez,,
Vermont,Windham Northeast Supervisory Union,Windham Northeast Supervisory Union,Andrew,Haas,,
Vermont,Lamoille South Supervisory Union,Lamoille South Supervisory Union,Ryan,Heraty,,
Vermont,Essex Westford Unified Union SD,Essex Westford Unified Union SD,Mark,Holodick,,
Vermont,Southwest Tech,Southwest Tech,Meg,Honsinger,,
Vermont,Maple Run Unified School District,Maple Run Unified School District,Bill,Kimball,,
Vermont,White River Valley Supervisory Union,White River Valley Supervisory Union,Jamie,Kinnarney,,
Vermont,Essex North Supervisory Union,Essex North Supervisory Union,Jennifer,Lawcewicz,,
Vermont,Orange East Supervisory Union,Orange East Supervisory Union,Heather,Lawler,,
Vermont,Harwood Unified Union School District,Harwood Unified Union School District,Michael,Leichliter,,
Vermont,Bennington-Rutland Supervisory Union,Bennington-Rutland Supervisory Union,Randi,Lowe,,
Vermont,Patricia A. Hannaford Career Center SD,Patricia A. Hannaford Career Center SD,Nicole,MacTavish,,
Vermont,Kingdom East School District,Kingdom East School District,Sean,McMannon,,
Vermont,Two Rivers Supervisory Union,Two Rivers Supervisory Union,Layne,Millington,,
Vermont,Colchester School District,Colchester School District,Amy,Minor,,
Vermont,Mount Mansfield Unified Union SD,Mount Mansfield Unified Union SD,John,Muldoon,,
Vermont,Slate Valley Unified School District,Slate Valley Unified School District,Brooke,Olsen-Farrell,,
Vermont,Southwest Vermont Supervisory Union,Southwest Vermont Supervisory Union,Timothy,Payne,,
Vermont,Orleans Central Supervisory Union,Orleans Central Supervisory Union,Jackie,Ramsay-Tolman,,
Vermont,Rutland City School District,Rutland City School District,Pamela,Reed,,
Vermont,Mount Abraham Unified School District,Mount Abraham Unified School District,Patrick,Reen,,
Vermont,Missisquoi Valley School District,Missisquoi Valley School District,Julie,Regimbal,,
Vermont,Milton Town School District,Milton Town School District,Amy,Rex,,
Vermont,Grand Isle Supervisory Union,Grand Isle Supervisory Union,Lisa,Ruud,,
Vermont,Rutland Northeast Supervisory Union,Rutland Northeast Supervisory Union,Rene,Sanchez,,
Vermont,Greater Rutland County Supervisory Union,Greater Rutland County Supervisory Union,Christopher,Sell,,
Vermont,Addison Northwest School District,Addison Northwest School District,Sheila,Soule,,
Vermont,Mountain Views Supervisory Union,Mountain Views Supervisory Union,Sherry,Sousa,,
Vermont,Windham Southeast Supervisory Union,Windham Southeast Supervisory Union,Mark,Speno,,
Vermont,SAU #70,SAU #70,Robin,Steiner,,
Vermont,Hartford School District,Hartford School District,Catherine,Sutton,,
Vermont,Franklin West Supervisory Union,Franklin West Supervisory Union,John,Tague,,
Vermont,Windham Central Supervisory Union,Windham Central Supervisory Union,Bob,Thibault,,
Vermont,River Valley Technical Center SD,River Valley Technical Center SD,Derek,Williams,,
